number_of_snps	CellType
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
3	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
3	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
4	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
3	endothelial_cell_of_umbilical_vein-Roadmap
3	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
3	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
3	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
4	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
3	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
5	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
3	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
3	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
3	endothelial_cell_of_umbilical_vein-Roadmap
5	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
3	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
2	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
1	endothelial_cell_of_umbilical_vein-Roadmap
0	endothelial_cell_of_umbilical_vein-Roadmap
4	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
4	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
3	gastrocnemius_medialis-ENCODE
3	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
3	gastrocnemius_medialis-ENCODE
3	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
3	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
3	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
3	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
3	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
3	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
4	gastrocnemius_medialis-ENCODE
4	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
4	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
3	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
3	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
3	gastrocnemius_medialis-ENCODE
4	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
3	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
3	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
1	gastrocnemius_medialis-ENCODE
0	gastrocnemius_medialis-ENCODE
2	gastrocnemius_medialis-ENCODE
